kind,rank,region_id,region,region_exec,measure_wall_ms,resctrl_wall_ms,delta_wall_ms,delta_wall_pct,measure_max_thread_ms,resctrl_max_thread_ms,delta_max_thread_ms,measure_mean_thread_ms,resctrl_mean_thread_ms,delta_mean_thread_ms,measure_imbalance_ms,resctrl_imbalance_ms,delta_imbalance_ms,measure_llc_miss_rate,resctrl_llc_miss_rate,delta_llc_miss_rate_pct_point,resctrl_target_mean,resctrl_target_min,resctrl_target_max,resctrl_applied_threads,resctrl_enabled_threads
win,11,4,mark_refine,1900,0.03197299997555092,0.031248999992385507,-0.0007239999831654131,-2.2644105455197847,0.029199,0.027538,-0.0016609999999999993,0.022455937500000002,0.023765375,0.0013094374999999964,0.009124,0.005868999999999999,-0.003255000000000001,0.5341749323715058,0.3761332099907493,-15.804172238075653,31.25,20.0,100.0,0,0
win,12,5,mark_coarsen,1500,0.02602600000682287,0.02630900000804104,0.00028300000121816993,1.087374168692768,0.025678,0.025971,0.0002930000000000016,0.0224703125,0.022376875,-9.343749999999804e-05,0.005696,0.005990000000000002,0.0002940000000000026,0.4110702535320302,0.394711630580571,-1.6358622951459179,61.25,40.0,100.0,0,0
win,13,5,mark_coarsen,1600,0.02535899999202229,0.026039999997010455,0.0006810000049881637,2.6854371434299464,0.024478,0.024431,-4.699999999999843e-05,0.0220196875,0.022027,7.312500000002109e-06,0.004549000000000001,0.004523000000000003,-2.5999999999998247e-05,0.3600930773705643,0.3935083149669405,3.3415237596376213,61.25,40.0,100.0,0,0
win,14,5,mark_coarsen,1000,0.02646299998741597,0.02717099999426864,0.0007080000068526715,2.6754336514731847,0.025799,0.02614,0.000341000000000001,0.022688625,0.022818124999999998,0.00012949999999999767,0.005967,0.006232000000000001,0.00026500000000000135,0.5323893229166666,0.5540262616674577,2.163693875079109,61.25,40.0,100.0,0,0
win,15,4,mark_refine,1800,0.030311000009533018,0.031842000025790185,0.0015310000162571669,5.050971646516634,0.028535,0.027887,-0.0006480000000000027,0.022445375,0.0222208125,-0.0002245625000000008,0.008602000000000002,0.0076989999999999975,-0.0009030000000000045,0.5814376706096451,0.4086101317498608,-17.28275388597843,26.25,20.0,100.0,0,0
loss,1,2,heat_update,100,178.06748300000254,189.50838099999964,11.440897999997105,6.425034940263036,175.249072,181.74123,6.492157999999989,119.632115875,127.71466331250001,8.082547437500011,116.27957200000002,106.597734,-9.681838000000013,0.762919945774993,0.7797344943707278,1.6814548595734835,73.125,40.0,100.0,16,16
loss,2,2,heat_update,500,177.149642999997,187.6593270000012,10.5096840000042,5.9326588651405725,176.459693,181.07993,4.620237000000003,120.2248123125,141.9391751875,21.714362875000006,118.34454899999999,80.12707999999999,-38.217468999999994,0.7668081981901745,0.7834954675239358,1.66872693337613,68.125,30.0,100.0,16,16
loss,3,2,heat_update,300,183.18761499999528,193.58378499999526,10.396169999999984,5.675148944976576,182.308454,187.978326,5.669871999999998,123.66378350000001,154.608268625,30.944485124999986,123.355164,85.159293,-38.195871,0.7700835728395099,0.7902502954545675,2.0166722615057586,65.625,30.0,100.0,16,16
loss,4,2,heat_update,1900,88.44873200001894,94.25430999998935,5.80557799997041,6.563777533825095,88.07227,87.046237,-1.0260329999999982,73.5659125,81.201424625,7.635512125000005,37.823145000000004,28.311170000000004,-9.511975,0.678380535743383,0.7206684039369896,4.228786819360664,73.75,40.0,100.0,16,16
loss,5,2,heat_update,2000,85.32031799998367,90.62837699998636,5.308059000002686,6.221330539349023,84.74169,84.523068,-0.21862200000001053,72.1379776875,78.3637923125,6.225814624999998,34.935663000000005,25.826834999999996,-9.10882800000001,0.6827343153283094,0.7294976648272172,4.676334949890782,76.25,40.0,100.0,16,16
loss,6,2,heat_update,200,187.13702500000363,191.54661399999895,4.4095889999953215,2.3563423646364132,183.257419,184.673222,1.415803000000011,124.25878312500001,156.9246453125,32.66586218749998,124.21269799999999,83.10801800000002,-41.10467999999997,0.7706474405238356,0.7902594261603094,1.9611985636473817,65.0,30.0,100.0,16,16
loss,7,2,heat_update,1300,116.42844699998386,120.6578580000205,4.2294110000366345,3.6326268270478788,115.54902,114.77564,-0.7733800000000031,87.3756565625,97.5110434375,10.135386875000009,63.088467,37.18023699999999,-25.90823000000001,0.6879567662298847,0.7083043453879533,2.034757915806862,71.875,30.0,100.0,16,16
loss,8,2,heat_update,1700,94.85034000000451,98.6861729999946,3.835832999990089,4.044089878844827,94.335585,91.728959,-2.6066259999999914,76.75297462500001,85.609374,8.856399374999995,43.250308,26.703163000000004,-16.547144999999993,0.6748493232488528,0.7106260420162018,3.5776718767349003,72.5,30.0,100.0,16,16
loss,9,2,heat_update,700,159.2465749999974,162.76758600000176,3.521011000004364,2.2110434714243756,157.638497,158.202854,0.5643570000000011,109.8320316875,130.827767125,20.995735437500002,101.875325,60.588832,-41.28649300000001,0.7437582762372389,0.7681609412296289,2.4402664992389966,68.125,30.0,100.0,16,16
loss,10,2,heat_update,1000,143.46885600002133,146.88675700000022,3.417900999978883,2.382329583765814,142.621528,142.454281,-0.16724700000000325,101.878073375,123.1294444375,21.2513710625,88.54184400000001,48.248772,-40.29307200000001,0.7241653383898752,0.7521492865975834,2.798394820770822,68.125,30.0,100.0,16,16
loss,11,2,heat_update,1200,124.69082899999921,127.96658399997978,3.2757549999805633,2.627101789483318,123.845256,120.447462,-3.3977940000000046,92.0381200625,111.77713125,19.739011187499997,70.964293,33.017786,-37.946507,0.6997994160804877,0.7320258126426382,3.222639656215054,68.75,30.0,100.0,16,16
loss,12,2,heat_update,1800,93.01621899998281,96.19816299999366,3.1819440000108443,3.4208485726682056,92.443155,88.756337,-3.6868180000000024,75.6285659375,83.995988625,8.367422687499996,41.610485000000004,24.448935000000006,-17.16155,0.6766124582549878,0.7141040922310306,3.7491633976042715,72.5,30.0,100.0,16,16
loss,13,2,heat_update,1500,104.48919500000193,107.31319399998756,2.8239989999856334,2.7026708359515843,103.609876,100.78535,-2.824526000000006,81.4544803125,92.174123375,10.719643062499998,52.091492,24.313990999999987,-27.777501000000015,0.6752322747949137,0.7072129721166107,3.198069732169706,71.875,30.0,100.0,16,16
loss,14,2,heat_update,1400,111.04243399997358,112.96057300001848,1.9181390000449028,1.727392791160683,110.407288,107.376127,-3.0311609999999973,84.67352137499999,95.5942236875,10.920702312500012,58.21538399999999,29.759208,-28.456175999999992,0.680806801160802,0.7111622583550082,3.035545719420618,71.875,30.0,100.0,16,16
loss,15,2,heat_update,1600,97.87074700000812,99.71214300001157,1.8413960000034422,1.881456979176106,97.342133,93.736152,-3.605981,78.1804910625,86.5279283125,8.347437249999999,46.037848000000004,33.407146000000004,-12.630702,0.6745225277830998,0.7076473261647096,3.3124798381609755,72.5,30.0,100.0,16,16
